1,1,209.51,250.92,93.76999999999998,39.690000000000026,1,1,1.0
1,2,122.53,336.27,134.07000000000002,56.31,1,1,1.0
1,3,734.46,268.09,70.57999999999993,36.870000000000005,1,1,1.0
2,1,209.5,251.03,93.77999999999997,39.70000000000002,1,1,1.0
2,2,98.02,339.73,136.3,57.56999999999999,1,1,1.0
2,3,720.8,270.08,71.65000000000009,37.25999999999999,1,1,1.0
3,1,209.5,251.15,93.77999999999997,39.68999999999997,1,1,1.0
3,2,73.52,343.19,138.51999999999998,58.839999999999975,1,1,1.0
3,3,707.13,272.07,72.72000000000003,37.660000000000025,1,1,1.0
4,1,209.5,251.26,93.76999999999998,39.69999999999999,1,1,1.0
4,2,49.01,346.65,140.75,60.10000000000002,1,1,1.0
4,3,693.47,274.06,73.78999999999996,38.05000000000001,1,1,1.0
5,1,209.49,251.38,93.77999999999997,39.69,1,1,1.0
5,2,24.51,350.11,142.97,61.370000000000005,1,1,1.0
5,3,679.8,276.05,74.87,38.44,1,1,1.0
6,1,209.49,251.49,93.77999999999997,39.69999999999999,1,1,1.0
6,2,0.0,353.57,145.2,62.629999999999995,1,1,1.0
6,3,665.4,277.17,75.93000000000006,39.69999999999999,1,1,1.0
7,1,209.49,251.61,93.76999999999998,39.69,1,1,1.0
7,2,0.0,354.5,121.6,67.60000000000002,1,1,1.0
7,3,650.99,278.28,77.0,40.97000000000003,1,1,1.0
8,1,209.49,251.72,93.76999999999998,39.70000000000002,1,1,1.0
8,2,0.0,359.4,98.7,67.60000000000002,1,1,1.0
8,3,636.58,279.4,78.07999999999993,42.24000000000001,1,1,1.0
9,1,209.48,251.83,93.78,39.69999999999996,1,1,1.0
9,2,0.0,359.4,75.3,61.5,1,1,1.0
9,3,621.08,281.6,79.14999999999998,42.41999999999996,1,1,1.0
10,1,209.48,251.95,93.78,39.69999999999999,1,1,1.0
10,2,0.0,366.7,49.7,54.19999999999999,1,1,1.0
10,3,605.58,283.8,80.21999999999991,42.599999999999966,1,1,1.0
11,1,209.48,252.06,93.77000000000001,39.69999999999999,1,1,1.0
11,2,0.0,374.5,27.03,54.19999999999999,1,1,1.0
11,3,591.9,284.5,81.92000000000007,44.56,1,1,1.0
12,1,209.47,252.18,93.78,39.69999999999999,1,1,1.0
