1,1,55.68,61.47,118.9,55.540000000000006,1,1,1.0
1,2,0.0,14.7,17.14,27.500000000000004,1,1,1.0
1,3,313.7,0.0,396.60999999999996,113.04,1,1,1.0
1,4,96.94,0.0,221.8,63.1,1,1,1.0
2,1,37.2,58.45,117.49999999999999,54.629999999999995,1,1,1.0
2,2,0.0,17.2,9.4,23.8,1,1,1.0
2,3,313.54,0.0,396.59999999999997,113.01,1,1,1.0
2,4,96.94,0.0,221.8,63.03,1,1,1.0
3,1,20.3,55.43,112.50000000000001,53.720000000000006,1,1,1.0
3,3,313.37,0.0,396.61,112.98,1,1,1.0
3,4,96.94,0.0,221.8,62.96,1,1,1.0
4,1,4.4,52.42,108.0,52.8,1,1,1.0
4,3,313.21,0.0,396.59999999999997,112.95,1,1,1.0
4,4,96.94,0.0,221.8,62.89,1,1,1.0
5,1,0.0,49.4,92.3,51.89000000000001,1,1,1.0
5,3,313.04,0.0,396.60999999999996,112.92,1,1,1.0
5,4,96.94,0.0,221.8,62.82,1,1,1.0
6,1,0.0,46.38,74.7,50.98,1,1,1.0
6,3,312.88,0.0,396.6,112.9,1,1,1.0
6,4,96.94,0.0,221.8,62.75,1,1,1.0
7,1,0.0,43.36,56.5,50.07000000000001,1,1,1.0
7,3,312.71,0.0,396.61000000000007,112.87,1,1,1.0
7,4,96.94,0.0,221.8,62.68,1,1,1.0
8,1,0.0,40.35,40.0,49.15,1,1,1.0
8,3,312.54,0.0,396.60999999999996,112.84,1,1,1.0
8,4,96.94,0.0,221.8,62.61,1,1,1.0
9,1,0.0,40.35,24.2,40.949999999999996,1,1,1.0
9,3,312.38,0.0,396.6,112.81,1,1,1.0
9,4,96.94,0.0,221.8,62.54,1,1,1.0
10,1,0.0,50.0,12.0,26.900000000000006,1,1,1.0
10,3,312.21,0.0,396.61000000000007,112.78,1,1,1.0
10,4,96.94,0.0,221.8,62.47,1,1,1.0
10,5,920.97,190.98,39.02999999999997,63.18000000000001,1,1,1.0
11,3,312.05,0.0,396.59999999999997,112.75,1,1,1.0
11,4,96.94,0.0,221.8,62.4,1,1,1.0
11,5,876.74,182.07,83.25999999999999,84.03000000000003,1,1,1.0
12,3,311.88,0.0,396.61,112.72,1,1,1.0
12,4,96.94,0.0,221.8,62.33,1,1,1.0
12,5,829.9,173.16,130.10000000000002,89.73999999999998,1,1,1.0
13,3,311.71,0.0,396.61000000000007,112.69,1,1,1.0
13,4,96.94,0.0,221.8,62.26,1,1,1.0
13,5,786.33,160.9,173.66999999999996,98.79999999999998,1,1,1.0
14,3,311.55,0.0,396.59999999999997,112.66,1,1,1.0
14,4,96.94,0.0,221.8,62.19,1,1,1.0
14,5,742.76,153.1,217.24,118.29999999999998,1,1,1.0
14,6,0.0,175.32,16.45,51.170000000000016,1,1,1.0
15,3,311.38,0.0,396.61,112.63,1,1,1.0
15,4,96.94,0.0,221.8,62.12,1,1,1.0
15,5,699.19,145.3,260.80999999999995,115.44999999999999,1,1,1.0
15,6,0.0,165.7,34.62,68.70000000000002,1,1,1.0
16,3,311.22,0.0,396.6,112.6,1,1,1.0
16,4,96.94,0.0,221.8,62.05,1,1,1.0
16,5,655.63,137.5,269.47,112.6,1,1,1.0
